Autism,None
Active Server Pages,Work|CreativeWork
ArgoUML,Work|CreativeWork
Archduke Charles Duke of Teschen,Person|NaturalPerson
A Wizard of Earthsea,Book|WrittenWork|Work|CreativeWork
Axayacatl,Person|NaturalPerson
Ahuitzotl,Person|NaturalPerson
Amoxicillin,ChemicalSubstance|ChemicalObject
Augustine of Canterbury,Cleric|Person|NaturalPerson
Alex Lifeson,Artist|Person|NaturalPerson|MusicGroup
Albinism,None
AOL Instant Messenger,Work|CreativeWork
Amr Diab,Artist|Person|NaturalPerson|MusicGroup
Anaïs Nin,Person|NaturalPerson
Association for Computing Machinery,Organization|SocialPerson
Agner Krarup Erlang,Person|NaturalPerson
Anyone Can Whistle,MusicalWork|Work|CreativeWork
Ain't I a Woman%3F (book),Book|WrittenWork|Work|CreativeWork
Anoa,Animal|Eukaryote|Species
AMOS (programming language),Language
Arcadia,Device
A Little Night Music,MusicalWork|Work|CreativeWork
Alcoholism,None
Albanians,None
Ariel Sharon,Politician|Person|NaturalPerson
Amputation,None
Adrian Lamo,Person|NaturalPerson
Alan Jay Lerner,Artist|Person|NaturalPerson|MusicGroup
Arthur Laurents,Person|NaturalPerson
Ann Druyan,Person|NaturalPerson
Alexey Pajitnov,Person|NaturalPerson
Ambrose of Alexandria,Cleric|Person|NaturalPerson
Analcime,ChemicalSubstance|ChemicalObject
Al Capp,Person|NaturalPerson
%60Abdu'l-Bahá,Person|NaturalPerson
Arthur Jensen,Person|NaturalPerson
Austria-Hungary,Country|PopulatedPlace|Place|Location
Aleut,None
Abu al-Faraj al-Isfahani,Person|NaturalPerson
A Funny Thing Happened on the Way to the Forum,MusicalWork|Work|CreativeWork
Amyl nitrite,ChemicalSubstance|ChemicalObject
Aimaq people,None
Accrington,PopulatedPlace|Place|Location
Arcturus,CelestialBody|Place|Location
Albert Brooks,Person|NaturalPerson
Alameda California,City|Settlement|PopulatedPlace|Place|Location
Aldebaran,CelestialBody|Place|Location
Antares,CelestialBody|Place|Location
Altair,CelestialBody|Place|Location
Amu Darya,RiverBodyOfWater|Stream|BodyOfWater|NaturalPlace|Place|Location
Durrani Empire,Country|PopulatedPlace|Place|Location
Australian Broadcasting Corporation,Broadcaster|Organisation|Organization|SocialPerson|Document|Work|CreativeWork
Alexandria Indiana,City|Settlement|PopulatedPlace|Place|Location
Alexandria,PopulatedPlace|Place|Location
Angela Vincent,Person|NaturalPerson
Alexandria West Dunbartonshire,PopulatedPlace|Place|Location
Alexandria Romania,PopulatedPlace|Place|Location
Epsilon Ursae Majoris,CelestialBody|Place|Location
Arianespace,Organisation|Organization|SocialPerson
Akira Toriyama,Person|NaturalPerson
Amiga Plus,Device
Andrew S. Tanenbaum,Person|NaturalPerson
Adolphe Sax,Person|NaturalPerson
Arteriovenous malformation,None
A Doll's House,WrittenWork|Work|CreativeWork
AGM-88 HARM,Device|Product
Ariane,MeanOfTransportation|DesignedArtifact
AIM-7 Sparrow,Device|Product
Andersonville Georgia,City|Settlement|PopulatedPlace|Place|Location
AIM-120 AMRAAM,Device|Product
AGM-65 Maverick,Device|Product
Aspirated consonant,Document|Work|CreativeWork
Alexandria Louisiana,City|Settlement|PopulatedPlace|Place|Location
Atlanta,City|Settlement|PopulatedPlace|Place|Location
AIM-54 Phoenix,Device|Product
Afrobeat,Concept|Genre|TopicalConcept
Adin Steinsaltz,Person|NaturalPerson
Achduart,PopulatedPlace|Place|Location
Achiltibuie,PopulatedPlace|Place|Location
Mexican tetra,Animal|Eukaryote|Species
Lockheed AC-130,Product|MeanOfTransportation|DesignedArtifact
A. E. Housman,Person|NaturalPerson
Ahmed al-Haznawi,Person|NaturalPerson
Ahmed al-Nami,Person|NaturalPerson
Al Capone,Person|NaturalPerson
RUR-5 ASROC,Device|Product
Army of Darkness,Movie|Work|CreativeWork
Athanasius of Alexandria,Cleric|Person|NaturalPerson
Archbishopric of Riga,Country|PopulatedPlace|Place|Location
ACF Fiorentina,SportsTeam|Organisation|Organization|SocialPerson
ACF Fiorentina Luca Lezzerini,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Gonzalo Rodríguez,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Sebastian De Maio,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Milan Badelj,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Carlos Sánchez,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Mauro Zárate,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Matías Vecino,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Nikola Kalinić,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Federico Bernardeschi,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Hernán Toledo,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Ciprian Tătărușanu,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Davide Astori,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Maximiliano Olivera,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Cristian Tello,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Kevin Diks,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Carlos Salcedo,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Sebastián Cristóforo,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Borja Valero,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Ianis Hagi,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Federico Chiesa,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Khouma Babacar,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Hrvoje Milić,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Nenad Tomović,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Josip Iličić,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Bartłomiej Drągowski,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Ricardo Bagadur,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Gilberto,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Lorenzo Venuti,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Matías Fernández,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Simone Minelli,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Amidu Salifu,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Andrés Schetino,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Jaime Báez,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Steve Leo Beleck,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Ante Rebić,OrganisationMember|Person|NaturalPerson
ACF Fiorentina Giuseppe Rossi,OrganisationMember|Person|NaturalPerson
Azores,AdministrativeArea|Region|PopulatedPlace|Place|Location
Arno,RiverBodyOfWater|Stream|BodyOfWater|NaturalPlace|Place|Location
Albert Frederick Duke of Prussia,Person|NaturalPerson
National Alliance (Italy),Organisation|Organization|SocialPerson
Amygdalin,ChemicalSubstance|ChemicalObject
Amblygonite,ChemicalSubstance|ChemicalObject
Apostles' Creed,Document|Work|CreativeWork
Anthony the Great,Cleric|Person|NaturalPerson
Ansbach,Settlement|PopulatedPlace|Place|Location
Anthony of Saxony,Person|NaturalPerson
Albert III Duke of Saxony,Person|NaturalPerson
Arlo Guthrie,Artist|Person|NaturalPerson|MusicGroup
The Birth of a Nation,Movie|Work|CreativeWork
Bonn,City|Settlement|PopulatedPlace|Place|Location
Baltic Sea,SeaBodyOfWater|BodyOfWater|NaturalPlace|Place|Location
BearShare,Work|CreativeWork
Benjamin Lee Whorf,Person|NaturalPerson
The Bronx,City|Settlement|PopulatedPlace|Place|Location
Belgium,Country|PopulatedPlace|Place|Location
Blues,Concept|Genre|TopicalConcept|Document|Work|CreativeWork
Bill Clinton,Politician|Person|NaturalPerson|Document|Work|CreativeWork
Berlin,City|Settlement|PopulatedPlace|Place|Location|Document|Work|CreativeWork
Boron nitride,ChemicalSubstance|ChemicalObject
The Beverly Hillbillies,Work|CreativeWork
Love and Theft (Bob Dylan album),MusicAlbum|MusicalWork|Work|CreativeWork
Blood on the Tracks,MusicAlbum|MusicalWork|Work|CreativeWork
Black Forest,NaturalPlace|Place|Location
Black Sea,SeaBodyOfWater|BodyOfWater|NaturalPlace|Place|Location
Britney Spears,Person|NaturalPerson|Document|Work|CreativeWork
Brazil,Country|PopulatedPlace|Place|Location
Branchiopoda,Animal|Eukaryote|Species
Gautama Buddha,Person|NaturalPerson
Baruch Spinoza,Person|NaturalPerson
Bird,Document|Work|CreativeWork
...Baby One More Time (album),MusicAlbum|MusicalWork|Work|CreativeWork
Cue sports,Activity
Symphony No. (Beethoven),Document|Work|CreativeWork
Baker Island,PopulatedPlace|Place|Location
Beavis and Butt-Head,Work|CreativeWork
Bulgaria,Country|PopulatedPlace|Place|Location
Bursa,City|Settlement|PopulatedPlace|Place|Location
The Bahamas,Country|PopulatedPlace|Place|Location
Bangladesh,Country|PopulatedPlace|Place|Location
Bassas da India,Country|PopulatedPlace|Place|Location
Barbados,Country|PopulatedPlace|Place|Location
Benin,Country|PopulatedPlace|Place|Location
Belize,Country|PopulatedPlace|Place|Location
Belarus,Country|PopulatedPlace|Place|Location
Bolivia,Country|PopulatedPlace|Place|Location
Brunei,Country|PopulatedPlace|Place|Location
Bermuda,Country|PopulatedPlace|Place|Location
Bosnia and Herzegovina,Country|PopulatedPlace|Place|Location
Lhop people,None
Armed Forces of Belarus,Organisation|Organization|SocialPerson
Burkina Faso,Country|PopulatedPlace|Place|Location
British Virgin Islands,Country|PopulatedPlace|Place|Location
Armed Forces of Bosnia and Herzegovina,Organisation|Organization|SocialPerson
Brazilian Armed Forces,Organisation|Organization|SocialPerson
Military of Burkina Faso,Organisation|Organization|SocialPerson
Military of Burundi,Organisation|Organization|SocialPerson
Bulgarian Armed Forces,Organisation|Organization|SocialPerson
Bjarne Stroustrup,Person|NaturalPerson
Bell Labs,Organisation|Organization|SocialPerson
Brain,None
Brussels,PopulatedPlace|Place|Location
Bass music,Concept|Genre|TopicalConcept
Bhangra (music),Concept|Genre|TopicalConcept
Bluetooth Special Interest Group,Organization|SocialPerson
Berlin Wall,ArchitecturalStructure|Place|Location|Document|Work|CreativeWork
Benny Andersson,Person|NaturalPerson
Björn Ulvaeus,Person|NaturalPerson
Boney M.,Group|Organisation|Organization|SocialPerson|MusicGroup
Basque language,Language
British Isles,PopulatedPlace|Place|Location
Beastie Boys,Group|Organisation|Organization|SocialPerson|MusicGroup
Blade Runner,Movie|Work|CreativeWork
Bill Gates,Person|NaturalPerson
Brandenburg,AdministrativeArea|Region|PopulatedPlace|Place|Location
Bavaria,AdministrativeArea|Region|PopulatedPlace|Place|Location
Bille August,Person|NaturalPerson
Bundestag,Organisation|Organization|SocialPerson
Bal Thackeray,Person|NaturalPerson
Brassicaceae,Eukaryote|Species
BMW,Organisation|Organization|SocialPerson
Boogie Down Productions,Group|Organisation|Organization|SocialPerson|MusicGroup
Battle of Bosworth Field,SocietalEvent|Event
Bornholm,PopulatedPlace|Place|Location
Bitola,PopulatedPlace|Place|Location
Bumin Qaghan,Person|NaturalPerson
Barb Wire,FictionalCharacter|Person|NaturalPerson
Bilge Khagan,Person|NaturalPerson
Bauhaus,Place|Location
Brain abscess,None
Bruce Sterling,Person|NaturalPerson
Banjo,Document|Work|CreativeWork
Brigitte Bardot,Person|NaturalPerson
Blazing Saddles,Movie|Work|CreativeWork
Baseball,Activity
Major League Baseball Most Valuable Player Award,None
Major League Baseball Rookie of the Year Award,None
Bluetongue disease,None
Bruce Perens,Person|NaturalPerson
Herman Boerhaave,Person|NaturalPerson
Basketball,Activity
Bastille Day,TimeInterval
Blue Velvet (film),Movie|Work|CreativeWork
British and Irish Lions,SportsTeam|Organisation|Organization|SocialPerson
Bernard Montgomery,Person|NaturalPerson
Benjamin Disraeli,Politician|Person|NaturalPerson
Bagpipes,Document|Work|CreativeWork
Badminton,Activity
Bill Joy,Person|NaturalPerson
Bicarbonate,ChemicalSubstance|ChemicalObject
Bernie Federko,WinterSportPlayer|Athlete|Person|NaturalPerson
British Airways,Company|Organisation|Organization|SocialPerson
Blood,None
Bram Stoker,Person|NaturalPerson
United Kingdom general election,SocietalEvent|Event
Battle of Pharsalus,SocietalEvent|Event
Bar Kokhba (album),MusicAlbum|MusicalWork|Work|CreativeWork
BASIC,Language
Buffalo New York,City|Settlement|PopulatedPlace|Place|Location
Benoit Mandelbrot,Person|NaturalPerson
Benjamin Franklin,Person|NaturalPerson
Benedict of Nursia,Cleric|Person|NaturalPerson
Bing Crosby,Person|NaturalPerson
Borland,Organisation|Organization|SocialPerson
Bill Watterson,Person|NaturalPerson
Black,None
Bubble tea,FunctionalSubstance
BCPL,Language
Bletchley Park,Building|ArchitecturalStructure|Place|Location
Brian Kernighan,Person|NaturalPerson
Buckminster Fuller,Person|NaturalPerson
Bede,Cleric|Person|NaturalPerson
Battle of Blenheim,SocietalEvent|Event
Battle of Ramillies,SocietalEvent|Event
Bob Hawke,Person|NaturalPerson
Bronski Beat,Group|Organisation|Organization|SocialPerson|MusicGroup
Bertrand Andrieu,Person|NaturalPerson
Brainfuck,Language
Blaise Pascal,Person|NaturalPerson
Blade Runner 2: The Edge of Human,Book|WrittenWork|Work|CreativeWork
National Baseball Hall of Fame and Museum,Building|ArchitecturalStructure|Place|Location
Puzzle Bobble,Software|Work|CreativeWork
Bone,None
Benzoic acid,ChemicalSubstance|ChemicalObject
Blythe Danner,Person|NaturalPerson
Bordeaux,PopulatedPlace|Place|Location
Bordeaux Port of the Moon,Place|Location
Branco River,RiverBodyOfWater|Stream|BodyOfWater|NaturalPlace|Place|Location
CIM-10 Bomarc,Product|MeanOfTransportation|DesignedArtifact
Battle of Lostwithiel,SocietalEvent|Event
Bill Atkinson,Person|NaturalPerson
Bulgarian language,Language
Boston Herald,PeriodicalLiterature|WrittenWork|Work|CreativeWork
Bali,PopulatedPlace|Place|Location
Bali island,PopulatedPlace|Place|Location
Brown University,CollegeOrUniversity|EducationalInstitution|EducationalOrganization|Organisation|Organization|SocialPerson
Benelux,Organization|SocialPerson
Boeing,Product|MeanOfTransportation|DesignedArtifact
Bill Walsh (American football coach),GridironFootballPlayer|Athlete|Person|NaturalPerson
Bertrand Russell,Person|NaturalPerson
Bill Schelter,Person|NaturalPerson
Berry Berenson,Person|NaturalPerson
Brion Gysin,Person|NaturalPerson
Bacillus thuringiensis,Species
BCG vaccine,ChemicalSubstance|ChemicalObject
Common buzzard,Animal|Eukaryote|Species
Barbara Olson,Person|NaturalPerson
Babe Ruth,Athlete|Person|NaturalPerson
Barnard's Star,CelestialBody|Place|Location
Boötes,CelestialBody|Place|Location
Brian De Palma,Person|NaturalPerson
Bassoon,Document|Work|CreativeWork
Cell (biology),None
Barry Lyndon,Movie|Work|CreativeWork
Order of Saint Benedict,Organization|SocialPerson
Berthe Morisot,Person|NaturalPerson
Bowls,Activity
Bayezid I,Person|NaturalPerson
Bayezid II,Person|NaturalPerson
Bobby Charlton,SportsManager|Person|NaturalPerson|TimePeriod
Burgundians,Language
Big Brother (Nineteen Eighty-Four),Person|NaturalPerson
North American B-25 Mitchell,Product|MeanOfTransportation|DesignedArtifact
Barcelonnette,PopulatedPlace|Place|Location
Buffy the Vampire Slayer (film),Movie|Work|CreativeWork
Buffy the Vampire Slayer (film) Buffy the Vampire Slayer Original Motion Picture S,MusicAlbum|MusicalWork|Work|CreativeWork
Belle and Sebastian,Group|Organisation|Organization|SocialPerson|MusicGroup|Document|Work|CreativeWork
Barnard College,CollegeOrUniversity|EducationalInstitution|EducationalOrganization|Organisation|Organization|SocialPerson
Beechcraft,Organisation|Organization|SocialPerson
Battle of Peleliu,SocietalEvent|Event
Bodhidharma,Person|NaturalPerson
Bocce,Activity
Baltimore Ravens,SportsTeam|Organisation|Organization|SocialPerson
Beltane,TimeInterval
Baptism,Place|Location
Battle of Stalingrad,SocietalEvent|Event
Bethlehem,PopulatedPlace|Place|Location
British National Party,Organisation|Organization|SocialPerson
Big Dig,ArchitecturalStructure|Place|Location
Backgammon,Activity
Black Sabbath,Group|Organisation|Organization|SocialPerson|MusicGroup
Buffalo Bills,SportsTeam|Organisation|Organization|SocialPerson
Blackadder,Work|CreativeWork
Batman,FictionalCharacter|Person|NaturalPerson
Boston Red Sox,SportsTeam|Organisation|Organization|SocialPerson
Bohemia,PopulatedPlace|Place|Location
BBC Red Button,TelevisionStation|Broadcaster|Organisation|Organization|SocialPerson
Blind Blake,Artist|Person|NaturalPerson|MusicGroup
BBC Radio,RadioStation|Broadcaster|Organisation|Organization|SocialPerson
Battle of Waterloo,SocietalEvent|Event
Baltimore Orioles,SportsTeam|Organisation|Organization|SocialPerson
Brian Lara,Athlete|Person|NaturalPerson
Barry Bonds,Athlete|Person|NaturalPerson
British Rail,Organisation|Organization|SocialPerson
Big Brother (franchise),Work|CreativeWork
Northrop Grumman B-2 Spirit,Product|MeanOfTransportation|DesignedArtifact
Bristol City F.C.,SportsTeam|Organisation|Organization|SocialPerson
Bristol City F.C. Frank Fielding,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Mark Little,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Joe Bryan,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Aden Flint,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Joel Ekstrand,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Gary O'Neil,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Korey Smith,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Josh Brownhill,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Tammy Abraham,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Lee Tomlin,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Callum O'Dowda,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Richard O'Donnell,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Scott Golbourne,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Bobby Reid,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Luke Freeman,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Gustav Engvall,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Taylor Moore,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Aaron Wilbraham,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Jamie Paterson,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Marlon Pack,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Hörður Björgvin Magnússon,OrganisationMember|Person|NaturalPerson
Bristol City F.C. Lloyd Kelly,OrganisationMember|Person|NaturalPerson
